序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率-动态,市净率,总市值,流通市值,涨速,5分钟涨跌,60日涨跌幅,年初至今涨跌幅
39,688548,广钢气体,21.99,10.5,2.09,446529.0,931120291.0,11.96,22.2,19.82,20.66,19.9,1.27,6.46,108.48,4.9,29013573477.0,15199685954.0,0.41,0.59,76.91,51.24
40,300777,中简科技,45.55,10.42,4.3,489934.0,2192350711.11,13.79,47.88,42.19,42.19,41.25,1.28,11.57,51.8,4.48,20028678310.0,19295675139.0,0.11,0.11,41.24,11.64
41,688291,金橙子,48.8,10.41,4.6,86619.0,411804955.0,14.34,50.18,43.84,43.84,44.2,1.33,8.44,102.91,5.27,5010134960.0,5010134960.0,0.0,-0.1,50.85,14.23
42,920706,铁拓机械,29.16,10.16,2.69,147836.0,431886343.36,20.25,31.66,26.3,26.4,26.47,3.45,34.91,48.02,4.6,2694536944.0,1234834729.0,-0.38,-0.14,1.99,16.64
43,000620,盈新发展,3.36,10.16,0.31,5851891.0,1894028094.74,10.16,3.36,3.05,3.07,3.05,1.32,12.53,-30.45,4.41,19729298534.0,15697076018.0,0.0,0.0,54.13,25.37
44,300837,浙矿股份,43.35,10.14,3.99,93387.0,384791555.94,15.35,44.43,38.39,38.84,39.36,1.1,12.35,62.67,3.14,4335078767.0,3276796892.0,-0.07,0.6,67.89,27.43
45,300953,震裕科技,174.5,10.13,16.05,131421.0,2261236779.73,11.85,179.7,160.93,160.94,158.45,2.18,10.53,55.11,7.08,30271864060.0,21769502153.0,0.17,0.58,3.22,3.86
46,002498,汉缆股份,4.36,10.1,0.4,921522.0,396203165.08,6.06,4.36,4.12,4.12,3.96,1.57,2.77,22.96,1.69,14504830560.0,14504830560.0,0.0,0.0,17.84,13.84
47,601616,广电电气,4.58,10.1,0.42,1122085.0,505435907.0,8.65,4.58,4.22,4.32,4.16,2.72,13.14,-383.04,1.61,3909832961.0,3909832961.0,0.0,0.0,8.27,18.65
48,002358,森源电气,6.45,10.07,0.59,392318.0,251660098.36,4.44,6.45,6.19,6.2,5.86,0.78,4.22,31.29,1.79,5996932502.0,5996924278.0,0.0,0.0,27.22,19.0
49,002208,合肥城建,14.14,10.04,1.29,1087191.0,1498763683.04,9.11,14.14,12.97,12.99,12.85,1.3,13.54,-217.02,1.77,11358547381.0,11355613176.0,0.0,0.0,-8.12,14.22
50,600841,动力新科,6.8,10.03,0.62,132153.0,89864040.0,0.0,6.8,6.8,6.8,6.18,1.07,1.27,-20.24,2.98,9437188131.0,7092566491.0,0.0,0.0,7.77,11.66
51,600703,三安光电,15.79,10.03,1.44,3244207.0,4980862039.0,9.83,15.79,14.38,14.45,14.35,1.76,6.5,666.84,2.23,78776605699.0,78776605699.0,0.0,0.0,11.51,11.75
52,002953,日丰股份,13.27,10.03,1.21,202991.0,261352481.75,8.96,13.27,12.19,12.19,12.06,1.66,9.54,35.2,3.01,6523261929.0,2822312381.0,0.0,0.0,2.71,15.59
53,605167,利柏特,17.24,10.02,1.57,80225.0,135976014.0,6.51,17.24,16.22,16.22,15.67,0.57,1.79,32.63,3.92,7741966800.0,7741966800.0,0.0,0.0,62.18,4.93
54,600234,科新发展,13.73,10.02,1.25,85077.0,112658314.0,11.38,13.73,12.31,12.36,12.48,1.84,3.24,86.94,7.21,3604412959.0,3604412959.0,0.0,0.0,7.77,6.85
55,603665,康隆达,36.03,10.02,3.28,69273.0,243834004.0,8.98,36.03,33.09,33.2,32.75,1.63,4.33,32.75,8.15,5804831384.0,5770842483.0,0.0,0.0,35.55,12.88
56,002119,康强电子,21.85,10.02,1.99,722366.0,1545319738.05,6.8,21.85,20.5,21.0,19.86,1.57,19.25,63.79,5.65,8199955400.0,8199955400.0,0.0,0.0,21.12,32.67
57,601096,宏盛华源,4.83,10.02,0.44,1644880.0,786774859.0,6.61,4.83,4.54,4.56,4.39,5.8,10.01,34.24,2.82,12920999075.0,7935576693.0,0.0,0.0,11.03,16.39
58,601133,柏诚股份,18.88,10.02,1.72,361628.0,660592848.0,9.21,18.88,17.3,17.3,17.16,1.5,24.21,56.23,3.41,9968987845.0,2820421727.0,0.0,0.0,46.24,22.6
59,600058,五矿发展,13.94,10.02,1.27,42124.0,58721344.0,0.0,13.94,13.94,13.94,12.67,0.13,0.39,98.3,2.99,14942435311.0,14942435311.0,0.0,0.0,54.37,21.01
60,603052,可川科技,50.67,10.01,4.61,138237.0,676468411.0,9.05,50.67,46.5,47.32,46.06,0.94,7.36,286.7,8.75,9520755279.0,9520755279.0,0.0,0.0,76.12,60.6
61,603283,赛腾股份,49.13,10.01,4.47,342699.0,1618122295.0,9.23,49.13,45.01,45.01,44.66,2.37,12.64,24.92,4.04,13322780241.0,13322780241.0,0.0,0.0,10.13,13.41
62,603056,德邦股份,18.68,10.01,1.7,299632.0,559712576.0,0.0,18.68,18.68,18.68,16.98,9.52,2.95,-51.34,2.36,18950773829.0,18950773829.0,0.0,0.0,22.57,36.65
63,001207,联科科技,27.15,10.01,2.47,132768.0,355529239.48,8.59,27.15,25.03,25.03,24.68,2.48,6.73,19.15,2.5,5878706964.0,5355613317.0,0.0,0.0,21.91,7.02
64,603038,华立股份,19.67,10.01,1.79,202020.0,385336122.0,10.63,19.67,17.77,17.88,17.88,2.52,7.52,84.67,3.79,5284878675.0,5284878675.0,0.0,0.0,-2.91,22.17
65,603626,科森科技,22.42,10.01,2.04,411331.0,905966765.0,10.5,22.42,20.28,20.38,20.38,0.62,7.41,-81.29,5.83,12440402650.0,12440402650.0,0.0,0.0,75.84,7.07
66,002048,宁波华翔,32.21,10.01,2.93,732844.0,2318460060.84,10.04,32.21,29.27,29.27,29.28,2.74,10.32,221.58,2.33,26213564860.0,22862702546.0,0.0,0.0,0.34,2.38
67,600053,九鼎投资,23.1,10.0,2.1,227721.0,503186872.0,12.38,23.1,20.5,21.09,21.0,1.36,5.25,-150.42,3.9,10014792480.0,10014792480.0,0.0,0.0,33.53,16.26
68,001233,海安集团,76.78,10.0,6.98,56234.0,418396156.53,9.5,76.78,70.15,70.65,69.8,0.92,15.89,23.17,3.12,14279032585.0,2716930938.0,0.0,0.0,66.91,33.16
69,001255,博菲电气,55.21,10.0,5.02,25469.0,137859910.71,5.14,55.21,52.63,52.63,50.19,0.45,3.58,496.85,5.45,4772914659.0,3923001760.0,0.0,0.0,73.51,72.37
70,002196,方正电机,15.73,10.0,1.43,749351.0,1135098723.26,9.79,15.73,14.33,14.51,14.3,0.89,15.35,425.23,5.51,7800065459.0,7680729452.0,0.0,0.0,74.2,-0.88
71,002830,名雕股份,22.22,10.0,2.02,55436.0,120090890.46,10.0,22.22,20.2,20.2,20.2,1.29,8.29,139.71,4.54,2962814800.0,1485462550.0,0.0,0.0,26.54,13.95
72,002156,通富微电,46.86,10.0,4.26,1777120.0,8013739701.65,9.65,46.86,42.75,43.45,42.6,1.91,11.71,61.98,4.68,71114591296.0,71107811123.0,0.0,0.0,16.08,24.3
73,603179,新泉股份,99.77,10.0,9.07,309198.0,3032191880.0,8.91,99.77,91.69,91.69,90.7,1.52,6.06,61.31,7.11,50896856665.0,50896856665.0,0.0,0.0,43.29,35.04
74,603061,金海通,221.87,10.0,20.17,37944.0,806065459.0,10.67,221.87,200.35,204.5,201.7,1.16,9.07,79.89,8.65,13312200000.0,9280008725.0,0.0,0.0,59.26,58.03
75,603986,兆易创新,280.46,10.0,25.5,553362.0,15020119557.0,9.01,280.46,257.5,260.03,254.96,1.39,8.29,135.3,10.68,195414754249.0,187303748682.0,0.0,0.44,32.96,30.9
76,603929,亚翔集成,163.46,10.0,14.86,54967.0,875294661.0,12.6,163.46,144.74,145.0,148.6,0.82,2.58,59.11,18.68,34875825600.0,34875825600.0,0.0,0.0,324.79,71.16
77,603058,永吉股份,10.56,10.0,0.96,561858.0,579289741.0,9.38,10.56,9.66,9.72,9.6,4.42,13.58,33.25,3.5,4378838820.0,4367744061.0,0.0,0.0,18.25,12.7
78,002664,信质集团,26.29,10.0,2.39,310088.0,781345376.42,9.92,26.29,23.92,23.93,23.9,1.77,7.7,66.24,3.04,10731578000.0,10583725354.0,0.0,0.0,-12.57,9.72
79,002796,世嘉科技,43.45,10.0,3.95,240291.0,1017254198.87,9.8,43.45,39.58,40.0,39.5,0.66,10.55,-161.21,12.8,10965343891.0,9893921420.0,0.0,0.0,139.26,56.69
80,603163,圣晖集成,91.15,10.0,8.29,29612.0,263403318.0,9.82,91.15,83.01,84.0,82.86,0.53,2.96,71.47,8.19,9115000000.0,9115000000.0,0.0,0.0,115.23,32.87
81,002028,思源电气,185.9,10.0,16.9,152733.0,2829781132.31,2.43,185.9,181.8,185.89,169.0,1.3,2.51,45.91,9.37,145204038351.0,113300285427.0,0.0,0.0,56.48,20.25
82,603216,梦天家居,49.16,10.0,4.47,72761.0,348306277.0,10.83,49.16,44.32,44.32,44.69,1.54,3.27,145.83,6.11,10947440400.0,10947440400.0,0.0,0.0,192.97,4.6
83,600584,长电科技,48.39,10.0,4.4,1970805.0,9286881238.0,8.16,48.39,44.8,45.0,43.99,1.6,11.01,68.09,3.07,86589771042.0,86589771042.0,0.0,0.0,21.19,31.57
84,002943,宇晶股份,59.62,10.0,5.42,134404.0,777140714.46,8.52,59.62,55.0,55.02,54.2,0.79,10.15,406.5,13.71,12249415559.0,7897791168.0,0.0,0.0,72.81,50.56
85,603667,五洲新春,81.09,10.0,7.37,591552.0,4645941648.0,9.62,81.09,74.0,74.32,73.72,0.92,16.15,226.15,9.96,29695382619.0,29695382619.0,0.0,0.0,92.2,15.88
86,600785,新华百货,18.82,9.99,1.71,506642.0,946178290.0,6.66,18.82,17.68,18.82,17.11,3.17,22.45,29.62,1.85,4246380690.0,4246380690.0,0.0,0.0,42.15,38.89
87,601163,三角轮胎,15.53,9.99,1.41,302399.0,469249199.0,1.35,15.53,15.34,15.53,14.12,5.17,3.78,13.65,0.91,12424000000.0,12424000000.0,0.0,0.0,9.91,8.68
88,603638,艾迪精密,21.27,9.98,1.93,161684.0,332890184.0,9.31,21.27,19.47,19.5,19.34,2.56,1.95,41.95,5.14,17677258989.0,17677258989.0,0.0,0.0,22.24,12.36
89,002331,皖通科技,10.58,9.98,0.96,451168.0,462296468.87,9.56,10.58,9.66,9.71,9.62,2.28,11.4,-57.89,2.69,4532807904.0,4188043221.0,0.0,0.0,24.03,18.61
90,002339,积成电子,10.36,9.98,0.94,711777.0,716302122.57,8.28,10.36,9.58,9.82,9.42,1.89,14.87,-51.44,3.03,5222395959.0,4960301737.0,0.0,0.0,26.19,17.46
91,600198,大唐电信,12.13,9.97,1.1,1221943.0,1395876586.0,14.69,12.13,10.51,10.86,11.03,1.11,9.39,-239.2,57.67,15812710952.0,15792651123.0,0.0,0.0,52.58,25.7
92,000720,新能泰山,3.64,9.97,0.33,767285.0,275000974.75,7.85,3.64,3.38,3.44,3.31,3.71,6.11,-864.56,1.94,4573774918.0,4573774918.0,0.0,0.0,4.9,11.31
93,600266,城建发展,6.86,9.94,0.62,3025527.0,1999070147.0,9.78,6.86,6.25,6.25,6.24,0.87,14.58,13.96,0.73,14239600458.0,14239600458.0,0.0,0.0,24.28,35.31
94,688172,燕东微,36.5,9.87,3.28,267264.0,946209385.0,9.81,36.96,33.7,33.88,33.22,1.54,3.43,-2916.4,2.79,52108060541.0,28416380953.0,0.33,0.66,44.84,26.12
95,301021,英诺激光,56.28,9.81,5.03,181055.0,988456961.06,15.53,58.46,50.5,51.27,51.25,1.73,11.85,292.07,8.53,8602554909.0,8596166116.0,0.14,-0.09,38.08,15.68
96,688017,绿的谐波,220.5,9.77,19.63,156546.0,3395532602.0,13.76,228.66,201.03,201.03,200.87,1.37,8.54,323.68,11.53,40424292563.0,40424292563.0,0.15,0.63,41.62,14.78
97,301307,美利信,37.49,9.75,3.33,175184.0,629729336.83,12.88,38.4,34.0,34.0,34.16,2.31,16.07,-27.58,2.76,7895394000.0,4086096584.0,-0.08,1.16,22.48,8.42
98,300809,华辰装备,40.97,9.63,3.6,173334.0,693270695.58,14.05,42.56,37.31,37.37,37.37,3.0,11.51,179.87,6.33,10387501024.0,6168832579.0,0.0,0.1,8.13,7.62
99,688409,富创精密,89.34,9.39,7.67,176194.0,1532941616.0,9.4,90.88,83.2,84.7,81.67,1.96,5.75,547.37,5.94,27356870281.0,27356870281.0,0.2,0.27,24.07,32.55
100,600623,华谊集团,8.95,9.28,0.76,942534.0,844676658.0,7.94,9.01,8.36,8.36,8.19,5.0,5.04,36.08,0.86,18999339956.0,16752985685.0,0.0,-0.22,11.04,16.08
101,300151,昌红科技,17.75,9.23,1.5,414810.0,710548188.62,10.71,17.91,16.17,16.27,16.25,1.95,11.26,146.28,6.09,9452031679.0,6541409524.0,0.0,0.23,36.22,17.71
102,300836,佰奥智能,64.3,9.21,5.42,40448.0,251888207.92,9.41,64.54,59.0,59.3,58.88,1.33,6.4,88.08,10.45,5959684723.0,4064392519.0,-0.03,-0.12,26.65,17.12
103,300004,南风股份,14.12,9.2,1.19,735005.0,1026632194.02,10.98,14.49,13.07,13.07,12.93,1.23,15.31,151.95,3.81,6777509604.0,6777509604.0,0.14,0.43,21.51,15.27
104,301338,凯格精机,101.5,9.13,8.49,102526.0,1008429749.64,11.64,102.88,92.05,94.11,93.01,2.31,17.33,66.8,6.9,10799600000.0,6003725000.0,0.62,1.0,58.2,15.2
105,300316,晶盛机电,42.1,9.12,3.52,673005.0,2770535069.68,9.69,42.5,38.76,38.85,38.58,1.83,5.46,45.89,3.16,55131372854.0,51848483729.0,0.0,0.19,2.88,14.56
106,688596,正帆科技,35.86,8.96,2.95,266384.0,934531656.0,10.7,36.77,33.25,33.5,32.91,2.26,9.06,110.94,2.93,10547541712.0,10547541712.0,0.03,0.0,-10.82,13.37
107,688233,神工股份,79.95,8.94,6.56,132214.0,1025790338.0,10.08,81.0,73.6,74.28,73.39,1.47,7.76,143.49,7.34,13615943593.0,13615943593.0,-0.01,-0.03,74.95,14.17
108,300984,金沃股份,86.02,8.9,7.03,62799.0,532136538.82,13.62,89.96,79.2,79.46,78.99,1.4,8.11,212.96,10.22,10603565144.0,6664128537.0,0.15,0.19,27.82,1.34
109,300342,天银机电,55.49,8.87,4.52,850254.0,4715832861.97,13.38,57.82,51.0,51.0,50.97,0.76,20.3,728.83,15.04,23585198420.0,23239148908.0,0.04,-0.11,221.49,67.49
110,688135,利扬芯片,34.6,8.87,2.82,258827.0,879923475.0,10.07,35.6,32.4,33.46,31.78,1.81,12.72,6995.31,6.45,7039481862.0,7039481862.0,-0.03,-0.23,11.43,24.64
111,300707,威唐工业,18.86,8.83,1.53,346688.0,630842514.09,12.98,19.16,16.91,17.48,17.33,1.87,24.2,76.91,2.9,3329562996.0,2702352856.0,-0.16,-0.74,20.05,14.65
112,300757,罗博特科,315.6,8.77,25.44,126404.0,3940212104.86,11.65,326.88,293.07,296.3,290.16,1.25,8.39,-530.75,31.77,52897119832.0,47546015474.0,0.07,-0.21,41.52,35.28
113,688228,开普云,228.88,8.76,18.43,38042.0,854743806.0,13.03,237.88,210.46,212.0,210.45,1.4,5.63,-3204.86,11.6,15461017949.0,15461017949.0,-0.32,0.03,27.03,17.61
114,688535,华海诚科,125.75,8.7,10.06,77906.0,946668502.0,8.67,127.0,116.97,116.99,115.69,1.49,14.85,451.63,5.67,12073801117.0,6596285161.0,0.07,0.38,21.02,12.2
115,688307,中润光学,48.8,8.61,3.87,81471.0,383484847.0,9.33,49.0,44.81,44.93,44.93,2.19,13.83,82.01,4.94,4332171200.0,2875458114.0,0.37,0.62,24.68,12.94
116,603306,华懋科技,66.9,8.6,5.3,238638.0,1578297138.0,8.83,67.76,62.32,62.6,61.6,2.32,7.24,95.84,7.11,22043169540.0,22043169540.0,0.03,-0.34,40.4,6.17
117,300169,天晟新材,7.09,8.58,0.56,785394.0,577603856.82,12.4,7.82,7.01,7.82,6.53,5.03,26.03,-20.86,-75.48,2311228971.0,2139306694.0,0.0,0.0,0.0,13.44
118,002865,钧达股份,89.7,8.57,7.08,364208.0,3173876602.85,11.66,90.83,81.2,82.1,82.62,0.73,16.2,-46.99,5.64,26244789464.0,20170461542.0,1.59,0.89,124.81,64.26
119,603800,洪田股份,52.21,8.57,4.12,103292.0,525030402.0,10.36,52.8,47.82,48.09,48.09,1.8,4.97,130.43,12.6,10859680000.0,10859680000.0,-0.02,0.06,0.87,7.05
120,688545,兴福电子,45.78,8.3,3.51,129536.0,592613950.0,12.51,47.99,42.7,42.75,42.27,1.41,17.77,74.74,5.66,16480800000.0,3336609560.0,-0.2,-0.07,24.2,21.92
121,688516,奥特维,64.8,8.22,4.92,181211.0,1128887250.0,10.22,64.8,58.68,60.91,59.88,1.08,5.76,39.28,5.62,20426348794.0,20389433335.0,0.65,0.78,53.45,43.17
122,688322,奥比中光-UW,98.3,8.19,7.44,151594.0,1464212666.0,11.09,100.79,90.71,90.71,90.86,1.6,4.76,273.79,13.24,39432478792.0,31325889334.0,0.0,0.1,15.21,9.62
123,301536,星宸科技,70.13,8.14,5.28,241035.0,1683705863.82,9.01,71.5,65.66,65.66,64.85,2.41,12.88,109.71,9.47,29574889220.0,13127863464.0,0.09,0.07,21.23,17.06
124,600667,太极实业,9.3,8.14,0.7,3325395.0,3050554325.0,9.19,9.46,8.67,8.7,8.6,3.49,15.9,33.03,2.25,19451342255.0,19451342255.0,-0.53,-1.69,6.65,16.69
125,688279,峰岹科技,220.0,8.11,16.5,32254.0,700088942.0,10.47,224.86,203.56,203.56,203.5,1.56,3.45,113.57,5.08,25325097600.0,20582777600.0,0.04,-0.08,16.8,8.11
126,300882,万胜智能,24.9,8.07,1.86,437598.0,1172476044.96,11.98,27.65,24.89,25.09,23.04,3.29,16.43,32.55,5.44,7126409581.0,6631543047.0,-0.24,-0.6,28.35,32.45
127,300819,聚杰微纤,39.58,8.05,2.95,156474.0,625830578.91,14.47,41.8,36.5,36.58,36.63,1.32,11.61,84.38,6.79,5905533900.0,5333889855.0,0.08,0.23,56.69,14.49
128,688123,聚辰股份,153.81,8.01,11.4,119197.0,1791227640.0,9.02,155.85,143.01,144.65,142.41,1.4,7.53,57.08,9.74,24343669278.0,24343669278.0,0.09,0.12,0.37,22.48
129,688249,晶合集成,38.95,7.98,2.88,671684.0,2547256483.0,7.73,39.4,36.61,36.65,36.07,1.75,5.65,106.6,3.65,78195696598.0,46281100292.0,0.18,0.23,11.54,17.35
130,301607,富特科技,47.64,7.98,3.52,145630.0,709798518.15,6.07,49.98,47.3,49.0,44.12,3.35,13.02,40.55,6.5,7404227808.0,5328316666.0,0.29,-0.06,11.31,18.77
131,600744,华银电力,6.63,7.98,0.49,2496438.0,1654987612.0,8.79,6.75,6.21,6.21,6.14,4.33,12.29,28.32,9.46,13466353937.0,13466353937.0,0.0,0.0,2.47,12.76
132,603135,中重科技,11.0,7.95,0.81,425498.0,462079460.0,10.6,11.21,10.13,10.23,10.19,5.73,16.84,-1647.17,2.35,6924918880.0,2779228716.0,-0.09,0.0,1.66,19.44
133,300720,海川智能,34.69,7.93,2.55,110946.0,377976430.38,8.68,35.04,32.25,32.5,32.14,0.88,6.35,183.58,11.55,6760292011.0,6058677568.0,-0.03,0.0,42.41,2.36
134,688368,晶丰明源,142.77,7.91,10.47,43605.0,613181019.0,10.05,145.3,132.0,133.0,132.3,1.6,4.93,406.15,10.78,12633785972.0,12633785972.0,0.0,-0.04,41.4,23.69
135,300844,山水比德,43.8,7.86,3.19,38839.0,165297725.55,10.81,44.52,40.13,41.4,40.61,1.59,4.31,-81.59,5.57,4082636544.0,3943746744.0,0.39,0.55,-15.44,23.42
136,601669,中国电建,5.78,7.84,0.42,10655085.0,6173593097.0,8.4,5.9,5.45,5.45,5.36,4.26,8.15,9.99,0.69,99567200951.0,75553419413.0,-0.17,-0.17,0.52,11.15
