序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率-动态,市净率,总市值,流通市值,涨速,5分钟涨跌,60日涨跌幅,年初至今涨跌幅
12,301348,蓝箭电子,35.87,12.06,3.86,726460.0,2557412573.53,16.53,36.81,31.52,32.17,32.01,1.24,46.83,-243.64,5.78,8608800000.0,5564842028.0,0.11,0.22,48.47,77.66
13,300721,怡达股份,15.45,11.96,1.65,282385.0,419182332.19,17.03,16.1,13.75,13.88,13.8,6.05,20.41,-21.26,2.26,2546882118.0,2137533286.0,0.0,0.06,9.89,21.37
14,300626,华瑞股份,19.44,11.92,2.07,336925.0,639518840.0,19.92,20.58,17.12,17.38,17.37,2.59,18.73,192.17,6.61,3499200000.0,3497285646.0,0.62,0.1,50.0,22.19
15,300871,回盛生物,31.49,11.83,3.33,383372.0,1169283961.08,12.25,31.87,28.42,28.42,28.16,1.56,18.95,25.43,3.02,6371452220.0,6371452220.0,0.45,0.93,51.76,51.91
16,920046,亿能电力,27.24,11.14,2.73,273528.0,729979221.41,34.8,31.31,22.78,23.0,24.51,1.32,42.69,168.9,11.05,2755326000.0,1745465298.0,-0.98,1.64,89.83,102.53
17,300179,四方达,16.91,11.03,1.68,947458.0,1583636751.3,8.67,17.32,16.0,16.29,15.23,2.54,25.33,103.42,6.87,8213591656.0,6324033557.0,0.12,0.12,22.09,11.84
18,301035,润丰股份,78.6,10.72,7.61,47162.0,359897283.45,6.92,79.31,74.4,77.77,70.99,4.07,1.68,18.6,3.02,22068598556.0,22035099236.0,0.0,0.0,2.61,15.57
19,300758,七彩化学,18.5,10.71,1.79,984579.0,1825119510.4,17.77,19.7,16.73,16.73,16.71,1.69,26.88,76.77,4.19,7511714026.0,6776567668.0,0.6,1.04,34.35,45.78
20,920304,迪尔化工,15.32,10.45,1.45,200577.0,300552029.15,17.45,16.25,13.83,13.83,13.87,4.34,25.44,41.27,4.82,2486252160.0,1207658043.0,0.0,-0.33,18.3,12.23
21,300614,百川畅银,15.08,10.4,1.42,174156.0,255709557.34,11.79,15.27,13.66,13.81,13.66,4.5,10.85,-23.77,2.29,2419445439.0,2419445439.0,0.6,0.67,5.09,18.93
22,688510,航亚科技,39.5,10.37,3.71,320262.0,1217241894.0,12.01,39.5,35.2,35.73,35.79,2.25,12.34,98.73,8.56,10251143016.0,10251143016.0,0.0,1.33,63.29,46.84
23,301609,山大电力,52.69,10.25,4.9,111147.0,572769958.31,22.1,57.35,46.79,47.79,47.79,2.57,31.98,73.71,6.97,8582147200.0,1830990356.0,0.06,-0.3,4.5,27.15
24,000031,大悦城,3.25,10.17,0.3,661075.0,208101457.06,10.85,3.25,2.93,2.96,2.95,1.67,1.54,-19.6,1.37,13930518352.0,13930490278.0,0.0,0.0,0.0,15.25
25,600675,中华企业,3.04,10.14,0.28,1949188.0,575534983.0,10.51,3.04,2.75,2.76,2.76,5.32,3.22,39.19,1.25,18380251406.0,18380251406.0,0.0,0.0,0.66,12.18
26,000523,红棉股份,4.24,10.13,0.39,1243576.0,508898352.68,11.17,4.24,3.81,3.82,3.85,1.9,9.38,89.39,4.11,7782386275.0,5618679053.0,0.0,0.0,31.27,12.47
27,600649,城投控股,5.12,10.11,0.47,897091.0,451518208.0,10.75,5.12,4.62,4.64,4.65,2.44,3.58,33.56,0.61,12823043932.0,12823043932.0,0.0,0.0,7.11,15.06
28,605366,宏柏新材,7.1,10.08,0.65,459276.0,317663316.0,10.54,7.1,6.42,6.44,6.45,3.63,7.06,-47.77,2.28,4616126976.0,4616126976.0,0.0,0.0,15.26,14.52
29,603616,韩建河山,6.23,10.07,0.57,344799.0,209415968.0,8.83,6.23,5.73,5.75,5.66,2.22,8.97,187.32,9.71,2437911140.0,2394145390.0,0.0,0.0,8.35,20.04
30,603916,苏博特,11.94,10.05,1.09,208706.0,242096668.0,10.69,11.94,10.78,10.85,10.85,0.86,4.97,40.56,1.21,5089966754.0,5018684954.0,0.0,0.0,10.45,26.22
31,600403,大有能源,7.34,10.04,0.67,764564.0,538821466.0,9.0,7.34,6.74,6.79,6.67,1.11,3.2,-11.73,3.83,17548563031.0,17548563031.0,0.0,0.0,-18.98,5.16
32,000417,合百集团,9.21,10.04,0.84,969706.0,859986420.38,10.87,9.21,8.3,8.38,8.37,1.64,12.45,31.28,1.53,7182733482.0,7174842824.0,0.0,0.0,26.51,13.7
33,600986,浙文互联,9.97,10.04,0.91,1713794.0,1708167678.0,1.77,9.97,9.81,9.97,9.06,0.88,11.52,87.83,2.84,14829119398.0,14829119398.0,0.0,0.0,11.65,27.49
34,002716,湖南白银,12.4,10.03,1.13,4607603.0,5437686918.97,10.38,12.4,11.23,11.5,11.27,0.97,19.82,165.58,10.4,35006299210.0,28828192452.0,0.0,0.0,93.75,79.19
35,002208,合肥城建,15.9,10.03,1.45,740876.0,1150982688.78,9.97,15.9,14.46,14.51,14.45,0.88,9.23,-244.03,1.99,12772341115.0,12769041690.0,0.0,0.0,11.11,28.43
36,601212,白银有色,7.79,10.03,0.71,5703436.0,4211793221.0,13.56,7.79,6.83,7.15,7.08,1.32,7.7,-201.34,3.74,57683193441.0,57683193441.0,0.0,0.0,49.81,33.16
37,002181,粤 传 媒,11.19,10.03,1.02,1023890.0,1106469364.78,10.42,11.19,10.13,10.27,10.17,0.8,9.02,83.8,3.05,12992240967.0,12695280825.0,0.0,0.0,25.31,29.81
38,000949,新乡化纤,7.46,10.03,0.68,1488489.0,1066660978.24,10.47,7.46,6.75,6.78,6.78,2.44,8.76,71.41,1.91,12684461218.0,12680916532.0,0.0,0.0,71.89,35.64
39,600076,康欣新材,4.72,10.02,0.43,983427.0,442396437.0,11.42,4.72,4.23,4.25,4.29,1.35,7.31,-25.13,1.67,6346244692.0,6346244692.0,0.0,0.0,65.61,40.06
40,000506,招金黄金,17.57,10.02,1.6,992320.0,1677223412.56,9.58,17.57,16.04,16.5,15.97,2.04,10.69,149.0,25.49,16322842061.0,16315227223.0,0.0,0.06,43.08,34.53
41,600774,汉商集团,11.64,10.02,1.06,438612.0,488612462.0,10.21,11.64,10.56,10.99,10.58,5.83,14.88,276.19,2.06,3434177159.0,3431962405.0,0.0,0.0,18.29,27.35
42,002584,西陇科学,10.1,10.02,0.92,1238050.0,1205506719.66,11.11,10.1,9.08,9.2,9.18,3.16,26.43,-71.7,2.64,5910685862.0,4731107923.0,0.0,0.0,17.58,9.66
43,002201,九鼎新材,13.94,10.02,1.27,1937213.0,2651587329.73,7.42,13.94,13.0,13.69,12.67,1.87,32.18,90.2,7.85,9083809200.0,8392206475.0,0.0,0.0,74.25,22.17
44,601117,中国化学,8.79,10.01,0.8,3051076.0,2568789642.0,9.89,8.79,8.0,8.01,7.99,2.9,5.01,9.51,0.82,53677595564.0,53514112112.0,0.0,0.0,15.05,16.73
45,000048,京基智农,16.82,10.01,1.53,174168.0,285246183.33,10.73,16.82,15.18,15.32,15.29,1.38,3.31,22.46,2.11,8919347445.0,8853367631.0,0.0,0.0,-1.23,-4.43
46,605580,恒盛能源,27.47,10.01,2.5,213182.0,557145422.0,9.93,27.47,24.99,25.11,24.97,0.86,7.61,60.27,7.97,7691600000.0,7691600000.0,0.0,0.0,-19.21,21.76
47,002546,新联电子,10.0,10.01,0.91,2193575.0,2156807998.82,7.81,10.0,9.29,9.47,9.09,1.86,27.38,11.69,2.22,8340490960.0,8012320960.0,0.0,0.7,35.87,43.06
48,600539,狮头股份,11.54,10.01,1.05,166208.0,186676890.0,9.82,11.54,10.51,10.55,10.49,3.05,7.23,-504.27,8.35,2654200000.0,2654200000.0,0.0,0.0,2.94,13.36
49,002291,遥望科技,7.47,10.01,0.68,749435.0,543692671.93,7.66,7.47,6.95,6.95,6.79,0.67,8.62,-12.64,2.32,6988523787.0,6492365767.0,0.0,0.0,9.69,16.9
50,600838,上海九百,14.07,10.01,1.28,606739.0,816233141.0,12.04,14.07,12.53,12.75,12.79,1.01,15.14,148.83,3.58,5640409473.0,5640409473.0,0.0,0.0,61.35,30.04
51,002809,红墙股份,12.1,10.0,1.1,150017.0,177223311.07,10.73,12.1,10.92,11.0,11.0,3.1,10.78,-301.99,1.64,2560510197.0,1683333608.0,0.0,0.0,2.02,13.19
52,002810,山东赫达,17.49,10.0,1.59,194239.0,329675657.0,9.62,17.49,15.96,16.02,15.9,1.36,6.02,32.81,2.73,6095308952.0,5644195556.0,0.0,0.0,32.4,17.94
53,600230,沧州大化,18.15,10.0,1.65,320855.0,566321052.0,9.52,18.15,16.58,16.72,16.5,1.93,7.75,118.33,1.87,7513392422.0,7513392422.0,0.0,0.0,49.88,18.94
54,002358,森源电气,7.81,10.0,0.71,206071.0,160941224.51,0.0,7.81,7.81,7.81,7.1,0.45,2.22,37.89,2.16,7261401990.0,7261392033.0,0.0,0.0,54.35,44.1
55,002969,嘉美包装,18.92,10.0,1.72,239125.0,451938617.52,2.73,18.92,18.45,18.92,17.2,0.25,2.35,370.6,7.13,19350393598.0,19234380926.0,0.0,0.0,412.74,49.45
56,600391,航发科技,46.22,10.0,4.2,161653.0,746788467.0,1.71,46.22,45.5,46.2,42.02,0.57,4.9,390.32,8.69,15258579343.0,15258579343.0,0.0,0.0,67.77,24.58
57,603737,三棵树,48.38,10.0,4.4,144198.0,672896101.0,10.87,48.38,43.6,43.8,43.98,2.51,1.95,36.0,12.4,35695609344.0,35695609344.0,0.0,0.0,9.73,4.56
58,605089,味知香,30.13,10.0,2.74,52186.0,154375691.0,9.86,30.13,27.43,27.45,27.39,2.63,3.78,58.95,3.39,4157940000.0,4157940000.0,0.0,0.0,17.51,18.34
59,603926,铁流股份,22.21,10.0,2.02,143856.0,311856798.0,9.01,22.21,20.39,20.4,20.19,1.83,6.23,51.18,3.02,5213055930.0,5126925550.0,0.0,0.0,30.49,30.11
60,002931,锋龙股份,74.77,10.0,6.8,5164.0,38613545.87,0.0,74.77,74.77,74.77,67.97,0.34,0.26,569.43,17.19,16337682853.0,15047726289.0,0.0,0.0,306.14,135.87
61,603421,鼎信通讯,7.92,10.0,0.72,367137.0,287152237.0,10.97,7.92,7.13,7.19,7.2,1.84,5.63,-11.52,1.84,5165348847.0,5165348847.0,0.0,0.0,5.74,10.61
62,002498,汉缆股份,5.28,10.0,0.48,181510.0,95837079.36,0.0,5.28,5.28,5.28,4.8,0.29,0.55,27.81,2.04,17565482880.0,17565482880.0,0.0,0.0,42.7,37.86
63,601677,明泰铝业,16.63,9.99,1.51,507989.0,837041822.0,4.03,16.63,16.02,16.02,15.12,1.27,4.17,11.04,1.11,20679797917.0,20255450207.0,0.0,0.0,13.9,12.44
64,603320,迪贝电气,23.23,9.99,2.11,79571.0,181912624.0,8.19,23.23,21.5,21.5,21.12,0.88,5.34,39.98,2.98,3464666296.0,3464666296.0,0.0,0.0,9.52,21.88
65,603078,江化微,23.56,9.99,2.14,37190.0,87618815.0,0.0,23.56,23.56,23.56,21.42,0.13,0.96,86.49,4.69,9085613563.0,9085613563.0,0.0,0.0,21.82,31.99
66,600955,维远股份,20.59,9.99,1.87,227914.0,458917429.0,10.74,20.59,18.58,18.59,18.72,1.64,4.14,-47.35,1.35,11324500000.0,11324500000.0,0.0,0.0,44.29,27.1
67,002637,赞宇科技,12.12,9.98,1.1,399357.0,472492785.97,9.71,12.12,11.05,11.08,11.02,2.21,9.02,28.37,1.51,5701260120.0,5365804578.0,0.0,0.0,9.88,18.24
68,003039,顺控发展,18.73,9.98,1.7,125781.0,231222391.77,10.75,18.73,16.9,17.0,17.03,0.54,2.04,41.56,4.11,11566125813.0,11566125813.0,0.0,0.0,36.42,17.58
69,600610,中毅达,11.37,9.96,1.03,821590.0,908833724.0,10.06,11.37,10.33,10.33,10.34,3.23,11.59,202.53,107.31,12180392259.0,8058222636.0,0.0,0.0,-1.22,14.5
70,003035,南网能源,5.63,9.96,0.51,943873.0,522102407.4,9.38,5.63,5.15,5.16,5.12,2.71,2.49,46.72,3.07,21325757571.0,21325757571.0,0.0,0.0,13.05,22.93
71,002165,红 宝 丽,8.72,9.96,0.79,857290.0,725707899.41,10.09,8.72,7.92,7.93,7.93,2.86,11.78,128.36,3.14,6411552979.0,6344929205.0,0.0,0.0,2.35,15.34
72,000670,盈方微,8.5,9.96,0.77,45717.0,38859390.5,0.0,8.5,8.5,8.5,7.73,0.26,0.56,-124.24,258.65,7180164668.0,6985834268.0,0.0,0.0,2.41,15.18
73,600187,国中水务,2.76,9.96,0.25,808800.0,221209562.0,9.56,2.76,2.52,2.53,2.51,2.96,5.01,-206.97,1.4,4454035844.0,4454035844.0,0.0,0.0,-1.43,10.84
74,601616,广电电气,5.54,9.92,0.5,734495.0,402205397.0,5.75,5.54,5.25,5.39,5.04,0.91,8.6,-463.32,1.94,4729361267.0,4729361267.0,0.0,0.0,32.22,43.52
75,301102,兆讯传媒,12.8,9.87,1.15,323316.0,412680105.01,18.88,13.85,11.65,11.79,11.65,1.48,7.96,116.55,1.73,5196800000.0,5196800000.0,0.0,1.75,13.68,22.02
76,300435,中泰股份,33.14,9.37,2.84,581940.0,1865721595.44,16.11,34.88,30.0,30.3,30.3,1.37,15.78,28.57,3.86,12782528820.0,12222516838.0,0.21,0.42,58.26,49.14
77,300658,延江股份,19.4,9.11,1.62,638440.0,1257404023.6,13.05,21.0,18.68,19.04,17.78,1.95,28.31,113.92,4.81,6455623637.0,4374971872.0,0.21,0.78,129.31,30.9
78,000830,鲁西化工,19.96,8.89,1.63,666866.0,1288332396.99,9.98,20.16,18.33,18.34,18.33,2.08,3.5,27.86,1.99,38010207460.0,38007211823.0,-0.05,0.25,54.37,20.46
79,601179,中国西电,15.63,8.84,1.27,7153554.0,11025792003.0,6.96,15.8,14.8,15.0,14.36,1.3,13.96,64.02,3.54,80117541162.0,80117541162.0,-0.06,0.45,119.83,71.76
80,688525,佰维存储,190.38,8.61,15.1,452418.0,8441015784.0,9.35,193.38,177.0,177.0,175.28,1.05,9.69,2193.05,18.83,88932534950.0,88932534950.0,0.01,0.21,59.85,65.85
81,600058,五矿发展,15.27,8.3,1.17,1054453.0,1532147787.0,12.7,15.49,13.7,13.95,14.1,2.25,9.84,107.68,3.28,16368076557.0,16368076557.0,0.0,0.66,68.17,32.55
82,000975,山金国际,32.75,8.16,2.47,488921.0,1513456265.44,12.78,32.98,29.11,29.98,30.28,1.15,1.93,27.73,6.3,90937654179.0,82773412443.0,0.18,0.52,50.37,34.61
83,600021,上海电力,23.68,8.13,1.78,2631923.0,6085517312.0,11.19,24.0,21.55,21.95,21.9,2.09,9.33,16.43,3.15,66806843498.0,66806843498.0,0.0,0.13,-8.64,18.28
84,600075,新疆天业,6.26,8.12,0.47,1176790.0,720486221.0,10.36,6.34,5.74,5.75,5.79,2.42,6.89,1115.71,1.19,10688097294.0,10688097294.0,0.16,0.0,33.76,26.46
85,688233,神工股份,86.58,8.0,6.41,159825.0,1373235545.0,15.95,91.99,79.2,79.2,80.17,1.67,9.38,155.39,7.94,14745070623.0,14745070623.0,0.23,0.32,68.77,23.63
86,300012,华测检测,16.41,7.89,1.2,1520957.0,2527934041.08,11.83,17.77,15.97,16.29,15.21,3.98,10.62,25.5,3.65,27615210992.0,23495340580.0,-0.12,-0.12,13.64,21.11
87,605399,晨光新材,14.78,7.88,1.08,255041.0,366683882.0,10.51,15.06,13.62,13.73,13.7,3.86,8.19,-102.43,2.15,4614394748.0,4604373908.0,0.07,0.2,11.72,9.32
88,920526,凯华材料,28.82,7.86,2.1,57388.0,160967215.82,10.29,29.08,26.33,26.73,26.72,1.96,10.96,177.18,10.61,2383414000.0,1509230947.0,0.07,0.1,12.14,22.53
89,301601,惠通科技,30.8,7.84,2.24,65286.0,194307561.91,8.23,30.81,28.46,28.56,28.56,3.78,7.73,144.5,3.41,4326784000.0,2601984000.0,0.06,0.36,-4.08,10.83
90,603816,顾家家居,33.8,7.81,2.45,141180.0,464516677.0,8.33,33.98,31.37,31.47,31.35,2.73,1.74,13.53,2.69,27765061342.0,27451218608.0,0.03,-0.09,12.07,9.95
91,002541,鸿路钢构,21.6,7.78,1.56,178739.0,373507056.94,9.18,21.75,19.91,20.25,20.04,1.48,3.6,22.52,1.56,14904370267.0,10716166944.0,0.42,0.47,10.2,31.39
92,920261,一诺威,17.18,7.64,1.22,139996.0,234360748.89,12.47,17.6,15.61,15.9,15.96,4.28,8.21,22.87,3.08,5001660611.0,2930018299.0,0.0,0.06,11.78,14.3
93,300669,沪宁股份,30.22,7.62,2.14,78373.0,236540163.6,9.51,31.42,28.75,29.11,28.08,1.38,4.29,297.4,6.66,5823560996.0,5515148096.0,-0.1,-0.53,-2.04,14.9
94,002968,新大正,14.07,7.57,0.99,108863.0,148557798.65,8.64,14.1,12.97,13.06,13.08,1.85,5.11,22.99,2.51,3183728407.0,2999107143.0,0.21,0.79,14.11,15.71
95,600800,渤海化学,4.84,7.56,0.34,1625112.0,760484117.0,14.44,4.95,4.3,4.38,4.5,1.52,14.64,-6.95,4.52,5372618845.0,5371094245.0,-0.21,0.0,19.21,39.88
96,301563,云汉芯城,189.4,7.55,13.3,49528.0,914463944.0,9.83,190.97,173.66,174.0,176.1,1.54,35.5,113.55,10.28,12332989151.0,2642453874.0,0.01,0.02,-18.82,23.59
97,001914,招商积余,11.98,7.54,0.84,280584.0,331149489.07,9.87,12.22,11.12,11.16,11.14,3.22,2.66,13.8,1.16,12623563899.0,12623524365.0,0.0,0.25,6.11,12.17
98,600219,南山铝业,6.6,7.49,0.46,6377152.0,4153934532.0,7.82,6.68,6.2,6.2,6.14,1.45,5.55,15.07,1.55,75792430289.0,75792430289.0,0.15,0.3,69.23,22.68
99,688262,国芯科技,34.86,7.43,2.41,399830.0,1422826258.0,15.1,37.3,32.4,32.46,32.45,2.46,11.9,-68.99,5.68,11712956967.0,11712956967.0,-0.03,-0.23,16.55,14.86
100,001979,招商蛇口,9.93,7.35,0.68,1711039.0,1676313074.6,9.19,10.1,9.25,9.26,9.25,2.1,2.03,26.89,0.9,89529199458.0,83551250565.0,0.0,-0.1,4.53,14.93
101,000560,我爱我家,3.22,7.33,0.22,6249706.0,2006775828.88,10.67,3.3,2.98,2.98,3.0,3.47,27.7,134.39,0.81,7584712740.0,7264121870.0,0.0,-0.31,11.03,10.27
102,001280,中国铀业,86.08,7.22,5.8,451324.0,3771337611.55,10.89,87.0,78.26,80.18,80.28,1.2,28.55,111.3,10.85,178029090893.0,13608151255.0,0.02,0.02,381.16,41.3
103,920751,惠同新材,26.86,7.18,1.8,51224.0,135626175.12,11.49,27.47,24.59,24.9,25.06,1.58,6.17,45.29,5.92,2330910800.0,2229302778.0,0.04,0.11,26.4,28.7
104,688100,威胜信息,46.16,7.15,3.08,128358.0,597729821.0,9.19,48.87,44.91,46.13,43.08,2.44,2.61,35.9,6.79,22696187678.0,22696187678.0,0.07,0.37,29.08,17.46
105,300206,理邦仪器,15.46,7.14,1.03,429889.0,672997237.85,12.82,16.8,14.95,15.52,14.43,2.17,12.7,26.19,4.18,8961595329.0,5231348075.0,0.13,0.32,30.57,20.88
106,605016,百龙创园,22.77,7.1,1.51,141356.0,316115073.0,8.14,22.93,21.2,21.3,21.26,2.83,3.37,27.11,5.09,9563680526.0,9563680526.0,-0.09,-0.04,18.9,5.42
107,603163,圣晖集成,92.8,7.07,6.13,83150.0,762746767.0,10.38,95.0,86.0,88.0,86.67,1.26,8.31,72.77,8.34,9280000000.0,9280000000.0,0.23,0.52,102.84,35.28
108,300147,ST香雪,9.72,7.05,0.64,193852.0,182627777.77,9.14,9.88,9.05,9.08,9.08,1.25,2.95,-13.32,9.28,6427632317.0,6389911991.0,0.0,-0.21,-2.7,6.81
109,603216,梦天家居,53.5,7.04,3.52,112571.0,601844710.0,9.96,54.98,50.0,50.6,49.98,2.07,5.06,158.7,6.65,11913915000.0,11913915000.0,-0.34,-0.91,228.22,13.83
110,301263,泰恩康,32.71,7.04,2.15,138329.0,437267835.61,9.16,32.8,30.0,30.56,30.56,2.94,4.56,332.38,8.03,13918023225.0,9930299859.0,0.06,-0.03,7.04,12.83
111,002271,东方雨虹,15.37,7.03,1.01,799191.0,1206318504.01,7.8,15.44,14.32,14.36,14.36,2.49,4.17,34.01,1.76,36714316940.0,29433267546.0,0.0,0.07,19.7,13.1
112,601669,中国电建,6.25,7.02,0.41,11248092.0,6862647023.0,10.45,6.36,5.75,5.85,5.84,2.04,8.61,10.8,0.75,107663495838.0,81697036563.0,0.16,0.16,9.46,20.19
113,603061,金海通,261.13,6.99,17.07,46253.0,1149095654.0,13.16,265.01,232.9,233.55,244.06,1.33,11.06,94.02,10.18,15667800000.0,10922110597.0,-0.01,-0.14,94.29,85.99
114,605376,博迁新材,73.99,6.77,4.69,283417.0,2103255874.0,6.7,76.23,71.59,73.71,69.3,4.47,10.83,95.77,11.75,19355784000.0,19355784000.0,0.91,0.97,31.44,13.13
115,300801,泰和科技,34.84,6.71,2.19,219972.0,740358978.73,8.73,34.88,32.03,32.68,32.65,1.3,16.12,64.3,3.03,7610101200.0,4755350795.0,0.0,0.64,24.7,26.09
116,000981,山子高科,5.42,6.69,0.34,15167154.0,8146494237.65,9.25,5.56,5.09,5.09,5.08,0.88,15.94,93.04,32.19,54186292213.0,51562390024.0,0.0,0.56,36.18,30.29
117,002648,卫星化学,20.79,6.67,1.3,1382830.0,2832919707.89,5.28,20.8,19.77,19.88,19.49,2.06,4.11,13.99,2.19,70034143895.0,69989170863.0,0.0,0.1,13.98,17.59
118,688680,海优新材,57.6,6.65,3.59,80647.0,478101586.0,15.87,61.88,53.31,53.31,54.01,1.46,9.6,-17.47,3.91,4839776122.0,4839776122.0,-0.09,0.0,35.75,50.59
119,003028,振邦智能,33.65,6.62,2.09,91048.0,302594469.2,9.09,34.35,31.48,31.68,31.56,5.35,12.91,48.14,2.77,4869525150.0,2373610329.0,-0.03,0.39,3.28,13.72
120,600346,恒力石化,26.74,6.62,1.66,642303.0,1670181545.0,6.82,26.79,25.08,25.2,25.08,1.72,0.91,28.11,2.91,188225528278.0,188225528278.0,0.07,0.07,58.51,18.69
121,000525,红太阳,6.19,6.54,0.38,1011899.0,613672784.46,10.5,6.39,5.78,5.81,5.81,3.09,9.1,-22.28,3.06,8066551369.0,6881794431.0,-0.16,-0.32,-3.88,13.37
122,920056,能之光,29.07,6.48,1.77,81584.0,241137430.14,12.16,30.9,27.58,27.58,27.3,3.2,26.63,43.26,4.55,2374777719.0,890430670.0,0.24,-0.17,7.91,17.36
123,920957,汉维科技,13.99,6.39,0.84,38463.0,52084878.73,7.38,13.99,13.02,13.15,13.15,2.64,9.01,528.72,3.85,1501145663.0,597439229.0,0.29,0.58,-3.05,11.65
124,603650,彤程新材,64.3,6.37,3.85,495832.0,3059691172.0,8.6,64.5,59.3,60.44,60.45,1.21,8.07,60.14,9.99,39615742600.0,39510638848.0,0.12,0.39,54.49,45.67
125,605303,园林股份,19.09,6.35,1.14,131241.0,245500990.0,7.91,19.29,17.87,17.96,17.95,2.95,8.14,-21.23,3.35,3078022119.0,3078022119.0,0.0,0.16,4.15,10.35
126,600273,嘉化能源,10.91,6.34,0.65,640590.0,692302857.0,9.36,11.14,10.18,10.23,10.26,1.62,4.72,13.5,1.47,14803555585.0,14803555585.0,0.18,0.09,28.81,24.83
127,603608,天创时尚,9.95,6.3,0.59,402726.0,390347237.0,8.76,10.02,9.2,9.33,9.36,1.1,9.6,-599.37,3.95,4176184847.0,4176184847.0,0.1,0.3,13.07,-3.4
128,300385,雪浪环境,7.54,6.2,0.44,210196.0,153435713.99,8.03,7.54,6.97,7.15,7.1,1.21,7.23,-11.95,30.48,2511920327.0,2191596253.0,0.0,0.0,38.35,21.22
129,301097,天益医疗,58.97,6.16,3.42,29709.0,173558052.18,10.15,60.19,54.55,55.56,55.55,1.3,10.27,129.74,2.94,3476126291.0,1706672471.0,0.19,0.39,26.93,14.24
130,920033,康普化学,20.19,6.1,1.16,44607.0,88109182.12,9.72,20.66,18.81,19.25,19.03,2.22,5.39,48.53,3.15,2405340698.0,1670943742.0,0.0,0.05,10.03,12.92
131,300904,威力传动,71.94,6.07,4.12,49610.0,351274150.63,19.11,78.84,65.88,67.51,67.82,2.15,22.57,-67.46,7.9,5207249710.0,1581473710.0,0.1,0.28,-18.61,14.9
132,688167,炬光科技,190.06,6.06,10.86,56353.0,1042147739.0,11.1,194.19,174.3,179.0,179.2,1.26,6.27,5702.28,7.77,17078701131.0,17078701131.0,-0.22,-0.24,17.39,8.56
133,300972,万辰集团,212.0,6.04,12.07,42201.0,885974332.06,7.4,215.0,200.21,202.0,199.93,1.68,2.51,35.13,19.64,40044981464.0,35614530628.0,0.19,0.24,22.27,5.44
134,300063,天龙集团,13.7,6.04,0.78,1685637.0,2284584784.14,8.36,14.18,13.1,13.33,12.92,0.69,26.9,70.27,5.98,10391821955.0,8583795869.0,0.15,0.96,64.86,59.86
135,688766,普冉股份,215.66,5.95,12.11,114229.0,2451447186.0,12.04,222.0,197.5,198.0,203.55,1.02,7.72,405.53,14.05,31928269337.0,31928269337.0,0.07,0.02,50.95,69.53
136,688179,阿拉丁,17.2,5.91,0.96,364915.0,639789354.0,8.0,18.2,16.9,17.25,16.24,1.79,10.97,74.28,5.77,5720839987.0,5720839987.0,-0.23,0.0,42.03,38.49
